,DIAGNOSIS CODE,LONG DESCRIPTION,HIERARCHY
13875,99963,ABO incompatibility with delayed hemolytic transfusion reaction,"['800-999', '996-999', '999', '9996', '99963']"
13876,99969,Other ABO incompatibility reaction,"['800-999', '996-999', '999', '9996', '99969']"
13877,9997,Rh incompatibility reaction not elsewhere classified,"['800-999', '996-999', '999', '9997']"
13878,99970,"Rh incompatibility reaction, unspecified","['800-999', '996-999', '999', '9997', '99970']"
13879,99971,Rh incompatibility with hemolytic transfusion reaction not specified as acute or delayed,"['800-999', '996-999', '999', '9997', '99971']"
13880,99972,Rh incompatibility with acute hemolytic transfusion reaction,"['800-999', '996-999', '999', '9997', '99972']"
13881,99973,Rh incompatibility with delayed hemolytic transfusion reaction,"['800-999', '996-999', '999', '9997', '99973']"
13882,99974,Other Rh incompatibility reaction,"['800-999', '996-999', '999', '9997', '99974']"
13883,99975,"Non-ABO incompatibility reaction, unspecified","['800-999', '996-999', '999', '9997', '99975']"
13884,99976,Non-ABO incompatibility with hemolytic transfusion reaction not specified as acute or delayed,"['800-999', '996-999', '999', '9997', '99976']"
13885,99977,Non-ABO incompatibility with acute hemolytic transfusion reaction,"['800-999', '996-999', '999', '9997', '99977']"
13886,99978,Non-ABO incompatibility with delayed hemolytic transfusion reaction,"['800-999', '996-999', '999', '9997', '99978']"
13887,99979,Other non-ABO incompatibility reaction,"['800-999', '996-999', '999', '9997', '99979']"
13888,9998,Other and unspecified transfusion reaction not elsewhere classified,"['800-999', '996-999', '999', '9998']"
13889,99980,"Transfusion reaction, unspecified","['800-999', '996-999', '999', '9998', '99980']"
13890,99981,Extravasation of vesicant chemotherapy,"['800-999', '996-999', '999', '9998', '99981']"
13891,99982,Extravasation of other vesicant agent,"['800-999', '996-999', '999', '9998', '99982']"
13892,99983,"Hemolytic transfusion reaction, incompatibility unspecified","['800-999', '996-999', '999', '9998', '99983']"
13893,99984,"Acute hemolytic transfusion reaction, incompatibility unspecified","['800-999', '996-999', '999', '9998', '99984']"
13894,99985,"Delayed hemolytic transfusion reaction, incompatibility unspecified","['800-999', '996-999', '999', '9998', '99985']"
13895,99988,Other infusion reaction,"['800-999', '996-999', '999', '9998', '99988']"
13896,99989,Other transfusion reaction,"['800-999', '996-999', '999', '9998', '99989']"
13897,9999,"Other and unspecified complications of medical care, not elsewhere classified","['800-999', '996-999', '999', '9999']"
13898,V010,Contact with or exposure to cholera,"['V01-V91', 'V01-V09', 'V01', 'V010']"
13899,V011,Contact with or exposure to tuberculosis,"['V01-V91', 'V01-V09', 'V01', 'V011']"
13900,V012,Contact with or exposure to poliomyelitis,"['V01-V91', 'V01-V09', 'V01', 'V012']"
13901,V013,Contact with or exposure to smallpox,"['V01-V91', 'V01-V09', 'V01', 'V013']"
13902,V014,Contact with or exposure to rubella,"['V01-V91', 'V01-V09', 'V01', 'V014']"
13903,V015,Contact with or exposure to rabies,"['V01-V91', 'V01-V09', 'V01', 'V015']"
13904,V016,Contact with or exposure to venereal diseases,"['V01-V91', 'V01-V09', 'V01', 'V016']"
13905,V017,Contact with or exposure to other viral diseases,"['V01-V91', 'V01-V09', 'V01', 'V017']"
13906,V0171,Contact with or exposure to varicella,"['V01-V91', 'V01-V09', 'V01', 'V017', 'V0171']"
13907,V0179,Contact with or exposure to other viral diseases,"['V01-V91', 'V01-V09', 'V01', 'V017', 'V0179']"
13908,V018,Contact with or exposure to other communicable diseases,"['V01-V91', 'V01-V09', 'V01', 'V018']"
13909,V0181,Contact with or exposure to anthrax,"['V01-V91', 'V01-V09', 'V01', 'V018', 'V0181']"
13910,V0182,Exposure to SARS-associated coronavirus,"['V01-V91', 'V01-V09', 'V01', 'V018', 'V0182']"
13911,V0183,Contact with or exposure to escherichia coli (E. coli),"['V01-V91', 'V01-V09', 'V01', 'V018', 'V0183']"
13912,V0184,Contact with or exposure to meningococcus,"['V01-V91', 'V01-V09', 'V01', 'V018', 'V0184']"
13913,V0189,Contact with or exposure to other communicable diseases,"['V01-V91', 'V01-V09', 'V01', 'V018', 'V0189']"
13914,V019,Contact with or exposure to unspecified communicable disease,"['V01-V91', 'V01-V09', 'V01', 'V019']"
13915,V020,Carrier or suspected carrier of cholera,"['V01-V91', 'V01-V09', 'V02', 'V020']"
13916,V021,Carrier or suspected carrier of typhoid,"['V01-V91', 'V01-V09', 'V02', 'V021']"
13917,V022,Carrier or suspected carrier of amebiasis,"['V01-V91', 'V01-V09', 'V02', 'V022']"
13918,V023,Carrier or suspected carrier of other gastrointestinal pathogens,"['V01-V91', 'V01-V09', 'V02', 'V023']"
13919,V024,Carrier or suspected carrier of diphtheria,"['V01-V91', 'V01-V09', 'V02', 'V024']"
13920,V025,Carrier or suspected carrier of other specified bacterial diseases,"['V01-V91', 'V01-V09', 'V02', 'V025']"
13921,V0251,Carrier or suspected carrier of group B streptococcus,"['V01-V91', 'V01-V09', 'V02', 'V025', 'V0251']"
13922,V0252,Carrier or suspected carrier of other streptococcus,"['V01-V91', 'V01-V09', 'V02', 'V025', 'V0252']"
13923,V0253,Carrier or suspected carrier of Methicillin susceptible Staphylococcus aureus,"['V01-V91', 'V01-V09', 'V02', 'V025', 'V0253']"
13924,V0254,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus,"['V01-V91', 'V01-V09', 'V02', 'V025', 'V0254']"
13925,V0259,Carrier or suspected carrier of other specified bacterial diseases,"['V01-V91', 'V01-V09', 'V02', 'V025', 'V0259']"
13926,V026,Carrier or suspected carrier of viral hepatitis,"['V01-V91', 'V01-V09', 'V02', 'V026']"
13927,V0260,"Viral hepatitis carrier, unspecified","['V01-V91', 'V01-V09', 'V02', 'V026', 'V0260']"
13928,V0261,Hepatitis B carrier,"['V01-V91', 'V01-V09', 'V02', 'V026', 'V0261']"
13929,V0262,Hepatitis C carrier,"['V01-V91', 'V01-V09', 'V02', 'V026', 'V0262']"
13930,V0269,Other viral hepatitis carrier,"['V01-V91', 'V01-V09', 'V02', 'V026', 'V0269']"
13931,V027,Carrier or suspected carrier of gonorrhea,"['V01-V91', 'V01-V09', 'V02', 'V027']"
13932,V028,Carrier or suspected carrier of other venereal diseases,"['V01-V91', 'V01-V09', 'V02', 'V028']"
13933,V029,Carrier or suspected carrier of other specified infectious organism,"['V01-V91', 'V01-V09', 'V02', 'V029']"
13934,V030,Need for prophylactic vaccination and inoculation against cholera alone,"['V01-V91', 'V01-V09', 'V03', 'V030']"
13935,V031,Need for prophylactic vaccination and inoculation against typhoid-paratyphoid alone [TAB],"['V01-V91', 'V01-V09', 'V03', 'V031']"
13936,V032,Need for prophylactic vaccination and inoculation against tuberculosis [BCG],"['V01-V91', 'V01-V09', 'V03', 'V032']"
13937,V033,Need for prophylactic vaccination and inoculation against plague,"['V01-V91', 'V01-V09', 'V03', 'V033']"
13938,V034,Need for prophylactic vaccination and inoculation against tularemia,"['V01-V91', 'V01-V09', 'V03', 'V034']"
13939,V035,Need for prophylactic vaccination and inoculation against diphtheria alone,"['V01-V91', 'V01-V09', 'V03', 'V035']"
13940,V036,Need for prophylactic vaccination and inoculation against pertussis alone,"['V01-V91', 'V01-V09', 'V03', 'V036']"
13941,V037,Need for prophylactic vaccination and inoculation against tetanus toxoid alone,"['V01-V91', 'V01-V09', 'V03', 'V037']"
13942,V038,Need for other specified vaccinations against single bacterial diseases,"['V01-V91', 'V01-V09', 'V03', 'V038']"
13943,V0381,"Other specified vaccinations against hemophilus influenza, type B [Hib]","['V01-V91', 'V01-V09', 'V03', 'V038', 'V0381']"
13944,V0382,Other specified vaccinations against streptococcus pneumoniae [pneumococcus],"['V01-V91', 'V01-V09', 'V03', 'V038', 'V0382']"
13945,V0389,Other specified vaccination,"['V01-V91', 'V01-V09', 'V03', 'V038', 'V0389']"
13946,V039,Need for prophylactic vaccination and inoculation against unspecified single bacterial disease,"['V01-V91', 'V01-V09', 'V03', 'V039']"
13947,V040,Need for prophylactic vaccination and inoculation against poliomyelitis,"['V01-V91', 'V01-V09', 'V04', 'V040']"
13948,V041,Need for prophylactic vaccination and inoculation against smallpox,"['V01-V91', 'V01-V09', 'V04', 'V041']"
13949,V042,Need for prophylactic vaccination and inoculation against measles alone,"['V01-V91', 'V01-V09', 'V04', 'V042']"
13950,V043,Need for prophylactic vaccination and inoculation against rubella alone,"['V01-V91', 'V01-V09', 'V04', 'V043']"
13951,V044,Need for prophylactic vaccination and inoculation against yellow fever,"['V01-V91', 'V01-V09', 'V04', 'V044']"
13952,V045,Need for prophylactic vaccination and inoculation against rabies,"['V01-V91', 'V01-V09', 'V04', 'V045']"
13953,V046,Need for prophylactic vaccination and inoculation against mumps alone,"['V01-V91', 'V01-V09', 'V04', 'V046']"
13954,V047,Need for prophylactic vaccination and inoculation against common cold,"['V01-V91', 'V01-V09', 'V04', 'V047']"
13955,V048,Need for prophylactic vaccination and inoculation against other viral diseases,"['V01-V91', 'V01-V09', 'V04', 'V048']"
13956,V0481,Need for prophylactic vaccination and inoculation against influenza,"['V01-V91', 'V01-V09', 'V04', 'V048', 'V0481']"
13957,V0482,Need for prophylactic vaccination and inoculation against respiratory syncytial virus (RSV),"['V01-V91', 'V01-V09', 'V04', 'V048', 'V0482']"
13958,V0489,Need for prophylactic vaccination and inoculation against other viral diseases,"['V01-V91', 'V01-V09', 'V04', 'V048', 'V0489']"
13959,V050,Need for prophylactic vaccination and inoculation against arthropod-borne viral encephalitis,"['V01-V91', 'V01-V09', 'V05', 'V050']"
13960,V051,Need for prophylactic vaccination and inoculation against other arthropod-borne viral diseases,"['V01-V91', 'V01-V09', 'V05', 'V051']"
13961,V052,Need for prophylactic vaccination and inoculation against leishmaniasis,"['V01-V91', 'V01-V09', 'V05', 'V052']"
13962,V053,Need for prophylactic vaccination and inoculation against viral hepatitis,"['V01-V91', 'V01-V09', 'V05', 'V053']"
13963,V054,Need for prophylactic vaccination and inoculation against varicella,"['V01-V91', 'V01-V09', 'V05', 'V054']"
13964,V058,Need for prophylactic vaccination and inoculation against other specified disease,"['V01-V91', 'V01-V09', 'V05', 'V058']"
13965,V059,Need for prophylactic vaccination and inoculation against unspecified single disease,"['V01-V91', 'V01-V09', 'V05', 'V059']"
13966,V060,Need for prophylactic vaccination and inoculation against cholera with typhoid-paratyphoid [cholera + TAB],"['V01-V91', 'V01-V09', 'V06', 'V060']"
13967,V061,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]","['V01-V91', 'V01-V09', 'V06', 'V061']"
13968,V062,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with typhoid-paratyphoid (DTP + TAB),"['V01-V91', 'V01-V09', 'V06', 'V062']"
13969,V063,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio],"['V01-V91', 'V01-V09', 'V06', 'V063']"
13970,V064,Need for prophylactic vaccination and inoculation against measles-mumps-rubella (MMR),"['V01-V91', 'V01-V09', 'V06', 'V064']"
13971,V065,Need for prophylactic vaccination and inoculation against tetanus-diphtheria [Td] (DT),"['V01-V91', 'V01-V09', 'V06', 'V065']"
13972,V066,Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza,"['V01-V91', 'V01-V09', 'V06', 'V066']"
13973,V068,Need for prophylactic vaccination and inoculation against other combinations of diseases,"['V01-V91', 'V01-V09', 'V06', 'V068']"
13974,V069,Unspecified combined vaccine,"['V01-V91', 'V01-V09', 'V06', 'V069']"
13975,V070,Need for isolation,"['V01-V91', 'V01-V09', 'V07', 'V070']"
13976,V071,Need for desensitization to allergens,"['V01-V91', 'V01-V09', 'V07', 'V071']"
13977,V072,Need for prophylactic immunotherapy,"['V01-V91', 'V01-V09', 'V07', 'V072']"
13978,V073,Need for other prophylactic chemotherapy,"['V01-V91', 'V01-V09', 'V07', 'V073']"
13979,V0731,Need for prophylactic fluoride administration,"['V01-V91', 'V01-V09', 'V07', 'V073', 'V0731']"
13980,V0739,Need for other prophylactic chemotherapy,"['V01-V91', 'V01-V09', 'V07', 'V073', 'V0739']"
13981,V074,Hormone replacement therapy (postmenopausal),"['V01-V91', 'V01-V09', 'V07', 'V074']"
13982,V075,Use of agents affecting estrogen receptors and estrogen levels,"['V01-V91', 'V01-V09', 'V07', 'V075']"
13983,V0751,Use of selective estrogen receptor modulators (SERMs),"['V01-V91', 'V01-V09', 'V07', 'V075', 'V0751']"
13984,V0752,Use of aromatase inhibitors,"['V01-V91', 'V01-V09', 'V07', 'V075', 'V0752']"
13985,V0759,Use of other agents affecting estrogen receptors and estrogen levels,"['V01-V91', 'V01-V09', 'V07', 'V075', 'V0759']"
13986,V078,Other specified prophylactic or treatment measure,"['V01-V91', 'V01-V09', 'V07', 'V078']"
13987,V079,Unspecified prophylactic or treatment measure,"['V01-V91', 'V01-V09', 'V07', 'V079']"
